train_number,train_name,station_code,station_name,arrival,departure,day,distance,zone,division
18234,BILASPUR - INDORE Narmada Exp,JBP,JABALPUR,20:50:00,21:00:00,1,,WCR,Madhya Pradesh
18234,BILASPUR - INDORE Narmada Exp,ET,ITARSI JN,01:50:00,02:00:00,2,,WCR,Madhya Pradesh
18234,BILASPUR - INDORE Narmada Exp,BPL,BHOPAL JN,04:25:00,04:35:00,2,,WCR,Madhya Pradesh
12019,Howrah-Ranchi Shatabdi Express,HWH,HOWRAH JN,None,06:05:00,1,,ER,West Bengal
12019,Howrah-Ranchi Shatabdi Express,BWN,BARDDHAMAN JN,07:08:00,07:08:00,1,,ER,West Bengal
12019,Howrah-Ranchi Shatabdi Express,ASN,ASANSOL JN,08:32:00,08:34:00,1,,ER,West Bengal
12019,Howrah-Ranchi Shatabdi Express,DHN,DHANBAD JN,09:22:00,09:27:00,1,,ECR,Jharkhand
12854,BHOPAL - DURG Amarkantak SF Exp,BPL,BHOPAL JN,None,15:45:00,1,,WCR,Madhya Pradesh
12854,BHOPAL - DURG Amarkantak SF Exp,ET,ITARSI JN,17:30:00,17:45:00,1,,WCR,Madhya Pradesh
12854,BHOPAL - DURG Amarkantak SF Exp,JBP,JABALPUR,21:25:00,21:30:00,1,,WCR,Madhya Pradesh
12854,BHOPAL - DURG Amarkantak SF Exp,BSP,BILASPUR JN,05:05:00,05:25:00,2,,SECR,Chhattisgarh
12854,BHOPAL - DURG Amarkantak SF Exp,R,RAIPUR JN,07:00:00,07:10:00,2,,SECR,Chhattisgarh
12526,Indrayani SF Express,PUNE,PUNE JN,None,18:35:00,1,,CR,Maharashtra
12526,Indrayani SF Express,KYN,KALYAN JN,20:50:00,20:52:00,1,,CR,Maharashtra
12526,Indrayani SF Express,DR,MUMBAI DADAR CENTRAL,21:33:00,21:35:00,1,,CR,Maharashtra
12526,Indrayani SF Express,CSTM,MUMBAI CST,21:55:00,None,1,,CR,Maharashtra
14258,Kashi Vishwanath Express,NDLS,NEW DELHI,None,11:40:00,1,,NR,Delhi
14258,Kashi Vishwanath Express,GZB,GHAZIABAD,12:18:00,12:20:00,1,,NR,Uttar Pradesh
14258,Kashi Vishwanath Express,MB,MORADABAD,15:05:00,15:15:00,1,,NR,Uttar Pradesh
14258,Kashi Vishwanath Express,BE,BAREILLY,16:42:00,16:47:00,1,,NER,Uttar Pradesh
14258,Kashi Vishwanath Express,LKO,LUCKNOW,21:35:00,21:50:00,1,,NER,Uttar Pradesh
12473,Sarvodaya SF Express,ADI,AHMEDABAD JN,None,11:35:00,1,,WR,Gujarat
12473,Sarvodaya SF Express,BRC,VADODARA JN,13:32:00,13:50:00,1,,WR,Gujarat
12473,Sarvodaya SF Express,RTM,RATLAM JN,17:50:00,18:10:00,1,,WR,Madhya Pradesh
12473,Sarvodaya SF Express,KOTA,KOTA JN,21:40:00,21:50:00,1,,WCR,Rajasthan
12473,Sarvodaya SF Express,NZM,DELHI H NIZAMUDDIN,04:11:00,04:13:00,2,,NR,Delhi
12473,Sarvodaya SF Express,NDLS,NEW DELHI,04:30:00,04:50:00,2,,NR,Delhi
12473,Sarvodaya SF Express,UMB,AMBALA CANT JN,07:55:00,08:05:00,2,,NR,Haryana
12473,Sarvodaya SF Express,LDH,LUDHIANA JN,09:40:00,10:00:00,2,,NR,Punjab
12473,Sarvodaya SF Express,JAT,JAMMU TAWI,14:45:00,None,2,,NR,Jammu and Kashmir
12675,Kovai Express,MAS,CHENNAI CENTRAL,None,06:15:00,1,,SR,Tamil Nadu
12675,Kovai Express,CBE,COIMBATORE JN,13:55:00,None,1,,SR,Tamil Nadu
18496,Bhubaneswar-Rameswaram Weekly Express,BBS,BHUBANESWAR,None,12:00:00,1,,ECoR,Odisha
18496,Bhubaneswar-Rameswaram Weekly Express,VSKP,VISHAKAPATNAM,19:10:00,19:30:00,1,,ECoR,Andhra Pradesh
18496,Bhubaneswar-Rameswaram Weekly Express,BZA,VIJAYAWADA JN,01:25:00,01:35:00,2,,SCR,Andhra Pradesh
18496,Bhubaneswar-Rameswaram Weekly Express,MS,CHENNAI EGMORE,09:00:00,09:20:00,2,,SR,Tamil Nadu
58414,Puri Talcher Passenger,PURI,PURI,None,16:35:00,1,,ECoR,Odisha
58414,Puri Talcher Passenger,BBS,BHUBANESWAR,18:20:00,18:25:00,1,,ECoR,Odisha
58414,Puri Talcher Passenger,CTC,CUTTACK,19:25:00,19:30:00,1,,ECoR,Odisha
13049,Howrah-Amritsar Express,HWH,HOWRAH JN,None,14:00:00,1,,ER,West Bengal
13049,Howrah-Amritsar Express,BWN,BARDDHAMAN JN,16:10:00,16:17:00,1,,ER,West Bengal
13049,Howrah-Amritsar Express,ASN,ASANSOL JN,18:25:00,18:35:00,1,,ER,West Bengal
13049,Howrah-Amritsar Express,PNBE,PATNA JN,02:00:00,02:15:00,2,,ECR,Bihar
13049,Howrah-Amritsar Express,MGS,MUGHAL SARAI JN,07:20:00,07:40:00,2,,ECR,Uttar Pradesh
13049,Howrah-Amritsar Express,LKO,LUCKNOW,15:35:00,15:45:00,2,,NER,Uttar Pradesh
13049,Howrah-Amritsar Express,BE,BAREILLY,20:07:00,20:07:00,2,,NER,Uttar Pradesh
13049,Howrah-Amritsar Express,MB,MORADABAD,22:20:00,22:30:00,2,,NR,Uttar Pradesh
13049,Howrah-Amritsar Express,UMB,AMBALA CANT JN,04:30:00,04:40:00,3,,NR,Haryana
13049,Howrah-Amritsar Express,LDH,LUDHIANA JN,07:10:00,07:20:00,3,,NR,Punjab
13049,Howrah-Amritsar Express,ASR,AMRITSAR JN,10:10:00,None,3,,NR,Punjab
12324,New Delhi-Howrah SF Express,NDLS,NEW DELHI,None,07:10:00,1,,NR,Delhi
12324,New Delhi-Howrah SF Express,GZB,GHAZIABAD,07:31:00,07:31:00,1,,NR,Uttar Pradesh
12324,New Delhi-Howrah SF Express,ALJN,ALIGARH JN,09:01:00,09:01:00,1,,NCR,Uttar Pradesh
12324,New Delhi-Howrah SF Express,TDL,TUNDLA JN,10:08:00,10:08:00,1,,NCR,Uttar Pradesh
12324,New Delhi-Howrah SF Express,CNB,KANPUR CENTRAL,13:20:00,13:40:00,1,,NCR,Uttar Pradesh
12324,New Delhi-Howrah SF Express,ALD,ALLAHABAD JN,16:35:00,16:45:00,1,,NCR,Uttar Pradesh
12324,New Delhi-Howrah SF Express,MGS,MUGHAL SARAI JN,19:25:00,19:45:00,1,,ECR,Uttar Pradesh
12324,New Delhi-Howrah SF Express,GAYA,GAYA JN,22:15:00,22:20:00,1,,ECR,Bihar
12324,New Delhi-Howrah SF Express,DHN,DHANBAD JN,01:50:00,02:00:00,2,,ECR,Jharkhand
12324,New Delhi-Howrah SF Express,ASN,ASANSOL JN,02:55:00,03:00:00,2,,ER,West Bengal
12324,New Delhi-Howrah SF Express,BWN,BARDDHAMAN JN,04:36:00,04:36:00,2,,ER,West Bengal
12324,New Delhi-Howrah SF Express,HWH,HOWRAH JN,06:00:00,None,2,,ER,West Bengal
12380,Amritsar - Sealdah Superfast Express,ASR,AMRITSAR JN,None,10:50:00,1,,NR,Punjab
12380,Amritsar - Sealdah Superfast Express,LDH,LUDHIANA JN,12:55:00,13:05:00,1,,NR,Punjab
12380,Amritsar - Sealdah Superfast Express,UMB,AMBALA CANT JN,14:50:00,15:00:00,1,,NR,Haryana
12380,Amritsar - Sealdah Superfast Express,GZB,GHAZIABAD,19:26:00,19:26:00,1,,NR,Uttar Pradesh
12380,Amritsar - Sealdah Superfast Express,ALJN,ALIGARH JN,20:53:00,20:53:00,1,,NCR,Uttar Pradesh
12380,Amritsar - Sealdah Superfast Express,TDL,TUNDLA JN,21:57:00,21:57:00,1,,NCR,Uttar Pradesh
12380,Amritsar - Sealdah Superfast Express,CNB,KANPUR CENTRAL,01:05:00,01:15:00,2,,NCR,Uttar Pradesh
12380,Amritsar - Sealdah Superfast Express,ALD,ALLAHABAD JN,04:11:00,04:11:00,2,,NCR,Uttar Pradesh
12380,Amritsar - Sealdah Superfast Express,MGS,MUGHAL SARAI JN,06:30:00,06:55:00,2,,ECR,Uttar Pradesh
12380,Amritsar - Sealdah Superfast Express,GAYA,GAYA JN,09:48:00,09:48:00,2,,ECR,Bihar
12380,Amritsar - Sealdah Superfast Express,DHN,DHANBAD JN,12:35:00,12:45:00,2,,ECR,Jharkhand
12380,Amritsar - Sealdah Superfast Express,ASN,ASANSOL JN,13:42:00,13:57:00,2,,ER,West Bengal
12380,Amritsar - Sealdah Superfast Express,BWN,BARDDHAMAN JN,15:20:00,15:23:00,2,,ER,West Bengal
12380,Amritsar - Sealdah Superfast Express,SDAH,KOLKATA SEALDAH,17:25:00,None,2,,ER,West Bengal
09735,Secunderabad-Jaipur Special,SC,SECUNDERABAD JN,None,23:25:00,1,,SCR,Telangana
09735,Secunderabad-Jaipur Special,NGP,NAGPUR,10:20:00,10:30:00,2,,SECR,Maharashtra
09735,Secunderabad-Jaipur Special,ET,ITARSI JN,16:05:00,16:10:00,2,,WCR,Madhya Pradesh
09735,Secunderabad-Jaipur Special,BPL,BHOPAL JN,18:10:00,18:20:00,2,,WCR,Madhya Pradesh
09735,Secunderabad-Jaipur Special,KOTA,KOTA JN,02:00:00,02:10:00,3,,WCR,Rajasthan
09735,Secunderabad-Jaipur Special,JP,JAIPUR,05:55:00,None,3,,NWR,Rajasthan
12014,Amritsar-NewDelhi Shatabdi,ASR,AMRITSAR JN,None,05:00:00,1,,NR,Punjab
12014,Amritsar-NewDelhi Shatabdi,LDH,LUDHIANA JN,06:58:00,07:03:00,1,,NR,Punjab
12014,Amritsar-NewDelhi Shatabdi,UMB,AMBALA CANT JN,08:33:00,08:33:00,1,,NR,Haryana
12014,Amritsar-NewDelhi Shatabdi,NDLS,NEW DELHI,11:15:00,None,1,,NR,Delhi
11017,Chalukya Express,DR,MUMBAI DADAR CENTRAL,None,21:30:00,1,,CR,Maharashtra
11017,Chalukya Express,KYN,KALYAN JN,22:13:00,22:15:00,1,,CR,Maharashtra
11017,Chalukya Express,PUNE,PUNE JN,01:00:00,01:10:00,2,,CR,Maharashtra
11017,Chalukya Express,UBL,HUBLI JN,12:40:00,12:50:00,2,,SWR,Karnataka
18425,PURI - DURG Exp,PURI,PURI,None,17:45:00,1,,ECoR,Odisha
18425,PURI - DURG Exp,BBS,BHUBANESWAR,19:05:00,19:10:00,1,,ECoR,Odisha
18425,PURI - DURG Exp,CTC,CUTTACK,19:52:00,19:57:00,1,,ECoR,Odisha
18425,PURI - DURG Exp,R,RAIPUR JN,08:40:00,08:50:00,2,,SECR,Chhattisgarh
12525,Indrayani SF Express,CSTM,MUMBAI CST,None,05:40:00,1,,CR,Maharashtra
12525,Indrayani SF Express,DR,MUMBAI DADAR CENTRAL,05:51:00,05:53:00,1,,CR,Maharashtra
12525,Indrayani SF Express,KYN,KALYAN JN,06:35:00,06:37:00,1,,CR,Maharashtra
12525,Indrayani SF Express,PUNE,PUNE JN,09:08:00,None,1,,CR,Maharashtra
12615,Grand Trunk (GT) Express,MAS,CHENNAI CENTRAL,None,19:15:00,1,,SR,Tamil Nadu
12615,Grand Trunk (GT) Express,BZA,VIJAYAWADA JN,01:55:00,02:05:00,2,,SCR,Andhra Pradesh
12615,Grand Trunk (GT) Express,NGP,NAGPUR,12:15:00,12:25:00,2,,SECR,Maharashtra
12615,Grand Trunk (GT) Express,ET,ITARSI JN,17:25:00,17:35:00,2,,WCR,Madhya Pradesh
12615,Grand Trunk (GT) Express,BPL,BHOPAL JN,19:20:00,19:30:00,2,,WCR,Madhya Pradesh
12615,Grand Trunk (GT) Express,JHS,JHANSI JN,23:28:00,23:40:00,2,,NCR,Uttar Pradesh
12615,Grand Trunk (GT) Express,GWL,GWALIOR JN,00:57:00,01:02:00,3,,NCR,Madhya Pradesh
12615,Grand Trunk (GT) Express,AGC,AGRA CANTT,02:45:00,02:50:00,3,,NCR,Uttar Pradesh
12615,Grand Trunk (GT) Express,NZM,DELHI H NIZAMUDDIN,05:57:00,05:59:00,3,,NR,Delhi
12615,Grand Trunk (GT) Express,NDLS,NEW DELHI,06:20:00,None,3,,NR,Delhi
12378,Padatik Express,NJP,NEW JALPAIGURI,None,21:00:00,1,,NFR,West Bengal
12378,Padatik Express,BWN,BARDDHAMAN JN,05:02:00,05:04:00,2,,ER,West Bengal
12378,Padatik Express,SDAH,KOLKATA SEALDAH,06:45:00,None,2,,ER,West Bengal
12616,GrandTrunk Express,NDLS,NEW DELHI,None,18:40:00,1,,NR,Delhi
12616,GrandTrunk Express,NZM,DELHI H NIZAMUDDIN,18:47:00,18:47:00,1,,NR,Delhi
12616,GrandTrunk Express,AGC,AGRA CANTT,21:45:00,21:50:00,1,,NCR,Uttar Pradesh
12616,GrandTrunk Express,GWL,GWALIOR JN,23:31:00,23:36:00,1,,NCR,Madhya Pradesh
12616,GrandTrunk Express,JHS,JHANSI JN,00:56:00,01:08:00,2,,NCR,Uttar Pradesh
12616,GrandTrunk Express,BPL,BHOPAL JN,05:20:00,05:25:00,2,,WCR,Madhya Pradesh
12616,GrandTrunk Express,ET,ITARSI JN,07:20:00,07:35:00,2,,WCR,Madhya Pradesh
12616,GrandTrunk Express,NGP,NAGPUR,12:20:00,12:30:00,2,,SECR,Maharashtra
12616,GrandTrunk Express,BZA,VIJAYAWADA JN,23:15:00,23:25:00,2,,SCR,Andhra Pradesh
12616,GrandTrunk Express,MAS,CHENNAI CENTRAL,06:15:00,None,3,,SR,Tamil Nadu
16604,Maveli Express,TVC,TRIVANDRUM CENTRAL,None,19:25:00,1,,SR,Kerala
16604,Maveli Express,ERS,ERNAKULAM JN,23:25:00,23:35:00,1,,SR,Kerala
16604,Maveli Express,MAQ,MANGALORE CNTL,08:50:00,None,2,,SR,Karnataka
19711,Jaipur-Bhopal Express,JP,JAIPUR,None,17:35:00,1,,NWR,Rajasthan
19711,Jaipur-Bhopal Express,RTM,RATLAM JN,05:25:00,06:00:00,2,,WR,Madhya Pradesh
19711,Jaipur-Bhopal Express,BPL,BHOPAL JN,11:25:00,None,2,,WCR,Madhya Pradesh
58113,TATA BSP PASS,TATA,TATANAGAR JN,None,06:30:00,1,,SER,Jharkhand
58113,TATA BSP PASS,ROU,ROURKELA,10:40:00,11:15:00,1,,SER,Odisha
58113,TATA BSP PASS,BSP,BILASPUR JN,19:55:00,None,1,,SECR,Chhattisgarh
12026,Secunderabad-Pune Shatabdi,SC,SECUNDERABAD JN,None,14:40:00,1,,SCR,Telangana
12026,Secunderabad-Pune Shatabdi,SUR,SOLAPUR JN,19:20:00,19:23:00,1,,CR,Maharashtra
12026,Secunderabad-Pune Shatabdi,PUNE,PUNE JN,23:00:00,None,1,,CR,Maharashtra
12286,Hazrat Nizamuddin-Secunderabad Duronto Express,NZM,DELHI H NIZAMUDDIN,None,15:50:00,1,,NR,Delhi
12286,Hazrat Nizamuddin-Secunderabad Duronto Express,AGC,AGRA CANTT,18:22:00,18:22:00,1,,NCR,Uttar Pradesh
12286,Hazrat Nizamuddin-Secunderabad Duronto Express,GWL,GWALIOR JN,19:57:00,19:57:00,1,,NCR,Madhya Pradesh
12286,Hazrat Nizamuddin-Secunderabad Duronto Express,JHS,JHANSI JN,21:16:00,21:16:00,1,,NCR,Uttar Pradesh
12286,Hazrat Nizamuddin-Secunderabad Duronto Express,BPL,BHOPAL JN,01:13:00,01:13:00,2,,WCR,Madhya Pradesh
12286,Hazrat Nizamuddin-Secunderabad Duronto Express,ET,ITARSI JN,02:27:00,02:27:00,2,,WCR,Madhya Pradesh
12286,Hazrat Nizamuddin-Secunderabad Duronto Express,NGP,NAGPUR,06:27:00,06:27:00,2,,SECR,Maharashtra
12286,Hazrat Nizamuddin-Secunderabad Duronto Express,SC,SECUNDERABAD JN,14:00:00,None,2,,SCR,Telangana
12691,CHENNAI - SSP NILAYAM SF Exp,MAS,CHENNAI CENTRAL,None,23:30:00,1,,SR,Tamil Nadu
12691,CHENNAI - SSP NILAYAM SF Exp,SBC,BANGALORE CITY JN,05:25:00,05:40:00,2,,SWR,Karnataka
12536,Raipur-Lucknow Garib Rath,R,RAIPUR JN,None,12:20:00,1,,SECR,Chhattisgarh
12536,Raipur-Lucknow Garib Rath,BSP,BILASPUR JN,14:13:00,14:13:00,1,,SECR,Chhattisgarh
12536,Raipur-Lucknow Garib Rath,CNB,KANPUR CENTRAL,03:30:00,03:40:00,2,,NCR,Uttar Pradesh
12323,Howrah-NewDelhi SF Express,HWH,HOWRAH JN,None,18:45:00,1,,ER,West Bengal
12323,Howrah-NewDelhi SF Express,BWN,BARDDHAMAN JN,20:01:00,20:01:00,1,,ER,West Bengal
12323,Howrah-NewDelhi SF Express,ASN,ASANSOL JN,21:25:00,21:30:00,1,,ER,West Bengal
12323,Howrah-NewDelhi SF Express,DHN,DHANBAD JN,22:40:00,22:50:00,1,,ECR,Jharkhand
12323,Howrah-NewDelhi SF Express,GAYA,GAYA JN,02:05:00,02:10:00,2,,ECR,Bihar
12323,Howrah-NewDelhi SF Express,MGS,MUGHAL SARAI JN,05:05:00,05:25:00,2,,ECR,Uttar Pradesh
12323,Howrah-NewDelhi SF Express,ALD,ALLAHABAD JN,07:35:00,07:40:00,2,,NCR,Uttar Pradesh
12323,Howrah-NewDelhi SF Express,CNB,KANPUR CENTRAL,10:10:00,10:20:00,2,,NCR,Uttar Pradesh
12323,Howrah-NewDelhi SF Express,TDL,TUNDLA JN,13:53:00,13:53:00,2,,NCR,Uttar Pradesh
12323,Howrah-NewDelhi SF Express,ALJN,ALIGARH JN,15:05:00,15:05:00,2,,NCR,Uttar Pradesh
12323,Howrah-NewDelhi SF Express,GZB,GHAZIABAD,16:42:00,16:42:00,2,,NR,Uttar Pradesh
12323,Howrah-NewDelhi SF Express,NDLS,NEW DELHI,17:00:00,None,2,,NR,Delhi
18236,Bilaspur Express Cum Passenger,BSP,BILASPUR JN,None,20:25:00,1,,SECR,Chhattisgarh
18236,Bilaspur Express Cum Passenger,BPL,BHOPAL JN,18:15:00,None,2,,WCR,Madhya Pradesh
54106,Allahabad Mughal Sarai Passenger,ALD,ALLAHABAD JN,None,07:10:00,1,,NCR,Uttar Pradesh
54106,Allahabad Mughal Sarai Passenger,MGS,MUGHAL SARAI JN,11:10:00,None,1,,ECR,Uttar Pradesh
10111,MUMBAI CST - MADGAON Konkan Knaya Exp,CSTM,MUMBAI CST,None,23:05:00,1,,CR,Maharashtra
10111,MUMBAI CST - MADGAON Konkan Knaya Exp,DR,MUMBAI DADAR CENTRAL,23:18:00,23:20:00,1,,CR,Maharashtra
10111,MUMBAI CST - MADGAON Konkan Knaya Exp,PNVL,PANVEL,00:25:00,00:30:00,2,,CR,Maharashtra
10111,MUMBAI CST - MADGAON Konkan Knaya Exp,MAO,MADGAON,10:45:00,None,2,,KR,Goa
63546,Dhanbad Asansol Passenger MEMU,DHN,DHANBAD JN,None,09:50:00,1,,ECR,Jharkhand
63546,Dhanbad Asansol Passenger MEMU,ASN,ASANSOL JN,11:10:00,None,1,,ER,West Bengal
11110,Lucknow-Jhansi InterCity,LKO,LUCKNOW,None,16:30:00,1,,NER,Uttar Pradesh
11110,Lucknow-Jhansi InterCity,CNB,KANPUR CENTRAL,18:15:00,18:30:00,1,,NCR,Uttar Pradesh
11110,Lucknow-Jhansi InterCity,JHS,JHANSI JN,22:35:00,None,1,,NCR,Uttar Pradesh
12621,Tamil Nadu Express,MAS,CHENNAI CENTRAL,None,22:00:00,1,,SR,Tamil Nadu
12621,Tamil Nadu Express,BZA,VIJAYAWADA JN,04:10:00,04:20:00,2,,SCR,Andhra Pradesh
12621,Tamil Nadu Express,NGP,NAGPUR,14:10:00,14:20:00,2,,SECR,Maharashtra
12621,Tamil Nadu Express,ET,ITARSI JN,18:50:00,18:53:00,2,,WCR,Madhya Pradesh
12621,Tamil Nadu Express,BPL,BHOPAL JN,20:25:00,20:35:00,2,,WCR,Madhya Pradesh
12621,Tamil Nadu Express,JHS,JHANSI JN,00:15:00,00:27:00,3,,NCR,Uttar Pradesh
12621,Tamil Nadu Express,GWL,GWALIOR JN,01:44:00,01:45:00,3,,NCR,Madhya Pradesh
12621,Tamil Nadu Express,AGC,AGRA CANTT,03:52:00,03:53:00,3,,NCR,Uttar Pradesh
12621,Tamil Nadu Express,NZM,DELHI H NIZAMUDDIN,06:37:00,06:39:00,3,,NR,Delhi
12621,Tamil Nadu Express,NDLS,NEW DELHI,07:00:00,None,3,,NR,Delhi
16529,Udyan Express,CSTM,MUMBAI CST,None,08:05:00,1,,CR,Maharashtra
16529,Udyan Express,DR,MUMBAI DADAR CENTRAL,08:18:00,08:20:00,1,,CR,Maharashtra
16529,Udyan Express,KYN,KALYAN JN,08:58:00,09:00:00,1,,CR,Maharashtra
16529,Udyan Express,PUNE,PUNE JN,11:40:00,11:45:00,1,,CR,Maharashtra
16529,Udyan Express,SUR,SOLAPUR JN,16:05:00,16:20:00,1,,CR,Maharashtra
16529,Udyan Express,GTL,GUNTAKAL JN,00:05:00,00:10:00,2,,SCR,Andhra Pradesh
16529,Udyan Express,SBC,BANGALORE CITY JN,08:50:00,None,2,,SWR,Karnataka
54571,Ludhiana Firozpur Passenger,LDH,LUDHIANA JN,None,17:20:00,1,,NR,Punjab
54571,Ludhiana Firozpur Passenger,FZR,FIROZPUR CANT,20:55:00,None,1,,NR,Punjab
19105,Ahmedabad-Haridwar Mail,ADI,AHMEDABAD JN,None,10:05:00,1,,WR,Gujarat
19105,Ahmedabad-Haridwar Mail,JP,JAIPUR,23:00:00,23:15:00,1,,NWR,Rajasthan
19105,Ahmedabad-Haridwar Mail,GZB,GHAZIABAD,06:15:00,06:17:00,2,,NR,Uttar Pradesh
12445,Uttar Sampark Kranti Express,NDLS,NEW DELHI,None,20:50:00,1,,NR,Delhi
12445,Uttar Sampark Kranti Express,UMB,AMBALA CANT JN,23:53:00,23:58:00,1,,NR,Haryana
12445,Uttar Sampark Kranti Express,LDH,LUDHIANA JN,01:35:00,01:50:00,2,,NR,Punjab
12445,Uttar Sampark Kranti Express,JAT,JAMMU TAWI,06:35:00,06:45:00,2,,NR,Jammu and Kashmir
12921,Flying Rani Express,BCT,Mumbai Central,None,17:55:00,1,,WR,Maharashtra
12921,Flying Rani Express,ST,SURAT,22:35:00,None,1,,WR,Gujarat
17016,Visakha Express,SC,SECUNDERABAD JN,None,17:00:00,1,,SCR,Telangana
17016,Visakha Express,BZA,VIJAYAWADA JN,22:50:00,23:00:00,1,,SCR,Andhra Pradesh
17016,Visakha Express,VSKP,VISHAKAPATNAM,07:15:00,07:35:00,2,,ECoR,Andhra Pradesh
17016,Visakha Express,BBS,BHUBANESWAR,15:25:00,None,2,,ECoR,Odisha
12698,Thiruvananthapuram Central Chennai Central weekly express,TVC,TRIVANDRUM CENTRAL,None,20:10:00,1,,SR,Kerala
12698,Thiruvananthapuram Central Chennai Central weekly express,ERS,ERNAKULAM JN,00:13:00,00:13:00,2,,SR,Kerala
12698,Thiruvananthapuram Central Chennai Central weekly express,MAS,CHENNAI CENTRAL,12:25:00,None,2,,SR,Tamil Nadu
12230,Lucknow Mail,NDLS,NEW DELHI,None,22:10:00,1,,NR,Delhi
12230,Lucknow Mail,GZB,GHAZIABAD,22:46:00,22:48:00,1,,NR,Uttar Pradesh
12230,Lucknow Mail,MB,MORADABAD,01:00:00,01:10:00,2,,NR,Uttar Pradesh
12230,Lucknow Mail,BE,BAREILLY,02:35:00,02:40:00,2,,NER,Uttar Pradesh
12230,Lucknow Mail,LKO,LUCKNOW,06:45:00,None,2,,NER,Uttar Pradesh
11008,Deccan Express,PUNE,PUNE JN,None,15:30:00,1,,CR,Maharashtra
11008,Deccan Express,KYN,KALYAN JN,18:20:00,18:25:00,1,,CR,Maharashtra
11008,Deccan Express,DR,MUMBAI DADAR CENTRAL,19:13:00,19:15:00,1,,CR,Maharashtra
11008,Deccan Express,CSTM,MUMBAI CST,19:40:00,None,1,,CR,Maharashtra
08565,Visakhapatnam-Secunderabad Special,VSKP,VISHAKAPATNAM,None,19:40:00,1,,ECoR,Andhra Pradesh
08565,Visakhapatnam-Secunderabad Special,BZA,VIJAYAWADA JN,01:30:00,01:50:00,2,,SCR,Andhra Pradesh
08565,Visakhapatnam-Secunderabad Special,SC,SECUNDERABAD JN,09:00:00,None,2,,SCR,Telangana
12125,Pragati Superfast Express,CSTM,MUMBAI CST,None,16:25:00,1,,CR,Maharashtra
12125,Pragati Superfast Express,DR,MUMBAI DADAR CENTRAL,16:37:00,16:39:00,1,,CR,Maharashtra
12125,Pragati Superfast Express,KYN,KALYAN JN,17:16:00,17:16:00,1,,CR,Maharashtra
12125,Pragati Superfast Express,PUNE,PUNE JN,19:53:00,None,1,,CR,Maharashtra
12341,Agniveena Express,HWH,HOWRAH JN,None,18:20:00,1,,ER,West Bengal
12341,Agniveena Express,BWN,BARDDHAMAN JN,19:31:00,19:33:00,1,,ER,West Bengal
12341,Agniveena Express,ASN,ASANSOL JN,21:40:00,None,1,,ER,West Bengal
11012,Mahalaxmi Express,KOP,C SHAHU M RAJ KOLHAPUR TERM,None,20:30:00,1,,CR,Maharashtra
11012,Mahalaxmi Express,PUNE,PUNE JN,03:30:00,03:40:00,2,,CR,Maharashtra
11012,Mahalaxmi Express,KYN,KALYAN JN,06:18:00,06:20:00,2,,CR,Maharashtra
11012,Mahalaxmi Express,DR,MUMBAI DADAR CENTRAL,07:04:00,07:06:00,2,,CR,Maharashtra
11012,Mahalaxmi Express,CSTM,MUMBAI CST,07:25:00,None,2,,CR,Maharashtra
12468,Jaipur Bikaner InterCity Express,JP,JAIPUR,None,15:00:00,1,,NWR,Rajasthan
12468,Jaipur Bikaner InterCity Express,BKN,BIKANER JN,21:40:00,None,1,,NWR,Rajasthan
09405,Ahmedabad Yesvantpur (Weekly) Special,ADI,AHMEDABAD JN,None,19:30:00,1,,WR,Gujarat
09405,Ahmedabad Yesvantpur (Weekly) Special,BRC,VADODARA JN,21:42:00,21:47:00,1,,WR,Gujarat
09405,Ahmedabad Yesvantpur (Weekly) Special,ST,SURAT,00:01:00,00:08:00,2,,WR,Gujarat
09405,Ahmedabad Yesvantpur (Weekly) Special,KYN,KALYAN JN,04:45:00,04:50:00,2,,CR,Maharashtra
09405,Ahmedabad Yesvantpur (Weekly) Special,PUNE,PUNE JN,07:20:00,07:40:00,2,,CR,Maharashtra
09405,Ahmedabad Yesvantpur (Weekly) Special,SUR,SOLAPUR JN,12:05:00,12:15:00,2,,CR,Maharashtra
09405,Ahmedabad Yesvantpur (Weekly) Special,GTL,GUNTAKAL JN,19:45:00,19:50:00,2,,SCR,Andhra Pradesh
12238,Jammu-Varanasi SF Express,JAT,JAMMU TAWI,None,14:00:00,1,,NR,Jammu and Kashmir
12238,Jammu-Varanasi SF Express,LDH,LUDHIANA JN,18:30:00,18:40:00,1,,NR,Punjab
12238,Jammu-Varanasi SF Express,UMB,AMBALA CANT JN,20:45:00,20:55:00,1,,NR,Haryana
12238,Jammu-Varanasi SF Express,MB,MORADABAD,01:30:00,01:40:00,2,,NR,Uttar Pradesh
12238,Jammu-Varanasi SF Express,BE,BAREILLY,03:24:00,03:24:00,2,,NER,Uttar Pradesh
12238,Jammu-Varanasi SF Express,LKO,LUCKNOW,07:50:00,08:05:00,2,,NER,Uttar Pradesh
12602,Chennai Mail,MAQ,MANGALORE CNTL,None,13:15:00,1,,SR,Karnataka
12602,Chennai Mail,MAS,CHENNAI CENTRAL,05:25:00,None,2,,SR,Tamil Nadu
07143,Hyderabad - C.Shahu Maharaj T. Kolhapur Special,HYB,HYDERABAD DECCAN,None,23:10:00,1,,SCR,Andhra Pradesh
